"Latitude","Longitude","problem"
25.410021,81.610192,"Lightening"
25.411189,81.609141,"Pothole"
25.410913,81.608305,"Accident"
25.410913,81.608305,"Accident"
25.410021,81.610192,"Lightening"
25.410913,81.608305,"Pothole"
25.410021,81.610192,"Pothole"
25.411693,81.60913,"Accident"
25.409507,81.612265,"Pothole"
25.475048,81.857039,"Accident"
25.460733,81.85625,"Lightening"
25.461467,81.852879,"Accident"
25.460045,81.854108,"Accident"
25.458127,81.853525,"Accident"
25.459508,81.854509,"Pothole"
25.462487,81.852183,"Accident"
25.462487,81.852183,"Lightening"
25.459508,81.854509,"Pothole"
25.466769,81.855617,"Pothole"
25.462487,81.852183,"Accident"
25.462487,81.852183,"Lightening"
25.468303,81.855108,"Pothole"
25.46936,81.853116,"Accident"
25.467786,81.855841,"Lightening"
25.468303,81.855108,"Lightening"
25.46936,81.853116,"Pothole"
25.467786,81.855841,"Pothole"
25.468303,81.855108,"Lightening"
25.450049,81.853937,"Accident"
25.451987,81.86211,"Accident"
25.451039,81.86431,"Lightening"
25.450383,81.859924,"Accident"
25.447678,81.855801,"Pothole"
25.452862,81.861191,"Lightening"
25.450383,81.859924,"Accident"
25.452461,81.861725,"Lightening"
25.451039,81.86431,"Accident"
25.45155,81.867027,"Lightening"
25.451039,81.86431,"Pothole"
25.449794,81.862058,"Accident"
25.451987,81.86211,"Pothole"
25.449794,81.862058,"Lightening"
25.45155,81.867027,"Lightening"
25.447427,81.85722,"Lightening"
25.451485,81.863836,"Accident"
25.452124,81.860963,"Lightening"
25.451279,81.86679,"Accident"
25.451658,81.861167,"Pothole"
25.451485,81.863836,"Lightening"
25.453139,81.85944,"Pothole"
25.451731,81.862898,"Pothole"
25.447427,81.85722,"Accident"
25.45224,81.860916,"Pothole"
25.45155,81.867027,"Lightening"
25.45155,81.867027,"Accident"
25.448083,81.854438,"Pothole"
25.450753,81.857373,"Pothole"
25.448469,81.851496,"Lightening"
25.453372,81.85936,"Pothole"
25.453139,81.85944,"Lightening"
25.451485,81.863836,"Lightening"
25.452862,81.861191,"Accident"
25.450034,81.866029,"Pothole"
25.453139,81.85944,"Accident"
25.453372,81.85936,"Lightening"
25.452461,81.861725,"Accident"
25.451485,81.863836,"Lightening"
25.451658,81.861167,"Accident"
25.45155,81.867027,"Lightening"
25.453139,81.85944,"Accident"
25.453372,81.85936,"Pothole"
25.453139,81.85944,"Accident"
25.450862,81.856121,"Pothole"
25.452862,81.861191,"Accident"
25.452461,81.861725,"Accident"
25.450383,81.859924,"Lightening"
25.450383,81.859924,"Pothole"
25.451731,81.862898,"Accident"
25.449794,81.862058,"Lightening"
25.451731,81.862898,"Lightening"
25.451731,81.862898,"Lightening"
25.449794,81.862058,"Pothole"
25.451731,81.862898,"Accident"
25.449794,81.862058,"Accident"
25.449794,81.862058,"Lightening"
25.449794,81.862058,"Pothole"
25.449794,81.862058,"Pothole"
25.449794,81.862058,"Lightening"
25.449794,81.862058,"Pothole"
25.452461,81.861725,"Accident"
25.449794,81.862058,"Lightening"
25.451731,81.862898,"Lightening"
25.45155,81.867027,"Lightening"
25.451731,81.862898,"Pothole"
25.449794,81.862058,"Lightening"
25.451987,81.86211,"Lightening"
25.449794,81.862058,"Pothole"
25.449794,81.862058,"Accident"
25.451279,81.86679,"Pothole"
25.451485,81.863836,"Pothole"
25.45155,81.867027,"Accident"
25.452862,81.861191,"Accident"
25.450753,81.857373,"Pothole"
25.449797,81.856833,"Accident"
25.453139,81.85944,"Lightening"
25.453372,81.85936,"Accident"
25.450862,81.856121,"Lightening"
25.447427,81.85722,"Pothole"
25.45155,81.867027,"Lightening"
25.453372,81.85936,"Pothole"
25.450383,81.859924,"Accident"
25.453372,81.85936,"Accident"
25.453139,81.85944,"Accident"
25.450704,81.853866,"Lightening"
25.451449,81.852256,"Accident"
25.450704,81.853866,"Pothole"
25.450704,81.853866,"Lightening"
25.450704,81.853866,"Pothole"
25.450704,81.853866,"Accident"
25.450278,81.850425,"Pothole"
25.450704,81.853866,"Lightening"
25.4534,81.858005,"Pothole"
25.457232,81.854113,"Pothole"
25.458258,81.857197,"Pothole"
25.456078,81.856497,"Accident"
25.454488,81.860998,"Accident"
25.45268,81.856376,"Accident"
25.456363,81.861899,"Accident"
25.454488,81.860998,"Accident"
25.454834,81.851534,"Pothole"
25.45306,81.85393,"Accident"
25.456363,81.861899,"Accident"
25.457232,81.854113,"Lightening"
25.456363,81.861899,"Lightening"
25.455267,81.857641,"Pothole"
25.454488,81.860998,"Accident"
25.456363,81.861899,"Lightening"
25.454488,81.860998,"Pothole"
25.45268,81.856376,"Pothole"
25.456363,81.861899,"Pothole"
25.454427,81.858393,"Lightening"
25.454523,81.855049,"Lightening"
25.454427,81.858393,"Accident"
25.454427,81.858393,"Accident"
25.454523,81.855049,"Lightening"
25.456055,81.85713,"Lightening"
25.456055,81.85713,"Lightening"
25.454427,81.858393,"Accident"
25.454523,81.855049,"Pothole"
25.455577,81.858283,"Lightening"
25.454922,81.852768,"Accident"
25.45306,81.85393,"Accident"
25.458059,81.855664,"Pothole"
25.455378,81.859536,"Accident"
25.454427,81.858393,"Accident"
25.455267,81.857641,"Accident"
25.457232,81.854113,"Lightening"
25.453256,81.855041,"Accident"
25.456055,81.85713,"Lightening"
25.455378,81.859536,"Lightening"
25.455378,81.859536,"Pothole"
25.455378,81.859536,"Accident"
25.453239,81.852375,"Accident"
25.452559,81.851378,"Pothole"
25.453239,81.852375,"Accident"
25.452221,81.853462,"Pothole"
25.452914,81.8508,"Pothole"
25.459689,81.861886,"Accident"
25.459446,81.863321,"Lightening"
25.458285,81.861609,"Accident"
25.461025,81.859935,"Pothole"
25.458285,81.861609,"Accident"
25.458285,81.861609,"Pothole"
25.45957,81.863018,"Lightening"
25.458653,81.860037,"Accident"
25.45816,81.864594,"Lightening"
25.459689,81.861886,"Lightening"
25.458285,81.861609,"Lightening"
25.459689,81.861886,"Accident"
25.458653,81.860037,"Lightening"
25.460389,81.85728,"Accident"
25.460389,81.85728,"Lightening"
25.458285,81.861609,"Lightening"
25.45816,81.864594,"Pothole"
25.45942,81.857583,"Accident"
25.458653,81.860037,"Lightening"
25.459689,81.861886,"Accident"
25.458653,81.860037,"Lightening"
25.460389,81.85728,"Lightening"
25.458285,81.861609,"Accident"
25.46007,81.858084,"Accident"
25.458653,81.860037,"Accident"
25.459179,81.865148,"Pothole"
25.456784,81.861575,"Lightening"
25.456784,81.861575,"Pothole"
25.458653,81.860037,"Accident"
25.460979,81.856848,"Accident"
25.459689,81.861886,"Accident"
25.461025,81.859935,"Accident"
25.459446,81.863321,"Lightening"
25.461025,81.859935,"Pothole"
25.458285,81.861609,"Accident"
25.443346,81.879333,"Accident"
25.443346,81.879333,"Accident"
25.443346,81.879333,"Pothole"
25.456176,81.866495,"Pothole"
25.456639,81.865855,"Lightening"
25.456527,81.868086,"Accident"
25.456102,81.864659,"Lightening"
25.456102,81.864659,"Accident"
25.459946,81.865647,"Accident"
25.456176,81.866495,"Accident"
25.455535,81.867455,"Pothole"
25.455771,81.867888,"Pothole"
25.458378,81.867978,"Accident"
25.458268,81.870601,"Accident"
25.454803,81.86691,"Pothole"
25.453799,81.870241,"Pothole"
25.454138,81.866937,"Accident"
25.45494,81.864288,"Lightening"
25.45494,81.864288,"Lightening"
25.453208,81.866185,"Lightening"
25.453741,81.863812,"Lightening"
25.454744,81.877905,"Lightening"
25.452087,81.880028,"Pothole"
25.453965,81.866533,"Pothole"
25.452527,81.868124,"Lightening"
25.452497,81.876362,"Accident"
25.45494,81.864288,"Accident"
25.454767,81.865405,"Pothole"
25.456738,81.870145,"Accident"
25.454878,81.861578,"Lightening"
25.455942,81.8768,"Pothole"
25.454767,81.865405,"Lightening"
25.454767,81.865405,"Pothole"
25.452401,81.86516,"Lightening"
25.45494,81.864288,"Pothole"
25.454744,81.877905,"Pothole"
25.45494,81.864288,"Pothole"
25.453741,81.863812,"Pothole"
25.456738,81.870145,"Pothole"
25.456738,81.870145,"Accident"
25.454878,81.861578,"Lightening"
25.455527,81.877997,"Pothole"
25.452183,81.867709,"Lightening"
25.453791,81.861627,"Lightening"
25.453292,81.878502,"Lightening"
25.454412,81.861737,"Pothole"
25.454475,81.870545,"Lightening"
25.454997,81.87656,"Pothole"
25.453683,81.877772,"Lightening"
25.453813,81.862229,"Pothole"
25.454878,81.861578,"Lightening"
25.453981,81.869153,"Accident"
25.452401,81.86516,"Accident"
25.453683,81.877772,"Accident"
25.452401,81.86516,"Lightening"
25.453813,81.862229,"Lightening"
25.453683,81.877772,"Pothole"
25.453683,81.877772,"Lightening"
25.453683,81.877772,"Lightening"
25.453683,81.877772,"Accident"
25.453683,81.877772,"Lightening"
25.453683,81.877772,"Pothole"
25.453683,81.877772,"Pothole"
25.452401,81.86516,"Pothole"
25.453965,81.866533,"Pothole"
25.453034,81.877542,"Lightening"
25.452401,81.86516,"Pothole"
25.455942,81.8768,"Pothole"
25.454188,81.879496,"Pothole"
25.453548,81.879265,"Pothole"
25.454188,81.879496,"Accident"
25.453929,81.878325,"Accident"
25.454188,81.879496,"Lightening"
25.453144,81.879302,"Accident"
25.452399,81.880956,"Pothole"
25.451632,81.879042,"Pothole"
25.451632,81.879042,"Lightening"
25.456736,81.852465,"Pothole"
25.444425,81.866111,"Pothole"
25.442827,81.876707,"Pothole"
25.444425,81.866111,"Pothole"
25.444448,81.878637,"Accident"
25.44479,81.878796,"Pothole"
25.444425,81.866111,"Accident"
25.444425,81.866111,"Pothole"
25.44479,81.878796,"Pothole"
25.438769,81.862791,"Lightening"
25.444448,81.878637,"Accident"
25.442827,81.876707,"Pothole"
25.443205,81.866508,"Lightening"
25.444425,81.866111,"Lightening"
25.440188,81.878784,"Pothole"
25.443205,81.866508,"Lightening"
25.440188,81.878784,"Pothole"
25.438769,81.862791,"Lightening"
25.443426,81.871743,"Pothole"
25.442827,81.876707,"Lightening"
25.444059,81.879757,"Pothole"
25.442871,81.87499,"Accident"
25.449234,81.870485,"Accident"
25.443205,81.866508,"Accident"
25.449234,81.870485,"Accident"
25.449234,81.870485,"Accident"
25.449234,81.870485,"Lightening"
25.444425,81.866111,"Pothole"
25.448387,81.877546,"Pothole"
25.444425,81.866111,"Pothole"
25.450185,81.870107,"Lightening"
25.444425,81.866111,"Pothole"
25.449234,81.870485,"Pothole"
25.449234,81.870485,"Lightening"
25.449234,81.870485,"Lightening"
25.444425,81.866111,"Pothole"
25.449234,81.870485,"Lightening"
25.450185,81.870107,"Lightening"
25.450185,81.870107,"Accident"
25.449234,81.870485,"Pothole"
25.450185,81.870107,"Accident"
25.449234,81.870485,"Pothole"
25.444425,81.866111,"Accident"
25.445728,81.877877,"Pothole"
25.444425,81.866111,"Lightening"
25.449234,81.870485,"Pothole"
25.443205,81.866508,"Pothole"
25.445534,81.878392,"Accident"
25.469915,81.661556,"Lightening"
25.472678,81.657473,"Accident"
25.469915,81.661556,"Pothole"
25.472678,81.657473,"Accident"
25.471702,81.659031,"Pothole"
25.47097,81.66093,"Accident"
25.469915,81.661556,"Lightening"
25.472766,81.658435,"Lightening"
25.472353,81.658399,"Lightening"
25.472078,81.662322,"Accident"
25.469915,81.661556,"Accident"
25.468751,81.674824,"Lightening"
25.468751,81.674824,"Accident"
25.468751,81.674824,"Accident"
25.473505,81.675895,"Lightening"
25.468751,81.674824,"Lightening"
25.467619,81.676084,"Pothole"
25.467619,81.676084,"Accident"
25.468694,81.662879,"Lightening"
25.466796,81.673194,"Lightening"
25.468694,81.662879,"Accident"
25.469771,81.666154,"Lightening"
25.468694,81.662879,"Accident"
25.470135,81.667894,"Lightening"
25.470187,81.668736,"Pothole"
25.468694,81.662879,"Pothole"
25.469794,81.672647,"Lightening"
25.469794,81.672647,"Lightening"
25.471116,81.666848,"Pothole"
25.468632,81.67222,"Pothole"
25.468694,81.662879,"Accident"
25.469771,81.666154,"Pothole"
25.469771,81.666154,"Accident"
25.467182,81.664946,"Pothole"
25.469794,81.672647,"Accident"
25.467322,81.664445,"Lightening"
25.467322,81.664445,"Accident"
25.469771,81.666154,"Pothole"
25.468808,81.669429,"Lightening"
25.469794,81.672647,"Lightening"
25.467182,81.664946,"Pothole"
25.471823,81.665326,"Accident"
25.467322,81.664445,"Lightening"
25.468808,81.669429,"Accident"
25.471823,81.665326,"Accident"
25.469794,81.672647,"Lightening"
25.468808,81.669429,"Accident"
25.467322,81.664445,"Pothole"
25.467322,81.664445,"Lightening"
25.467322,81.664445,"Pothole"
25.467322,81.664445,"Lightening"
25.467322,81.664445,"Accident"
25.468694,81.662879,"Lightening"
25.468234,81.666203,"Lightening"
25.468694,81.662879,"Lightening"
25.471823,81.665326,"Accident"
25.471823,81.665326,"Pothole"
25.468694,81.662879,"Accident"
25.468808,81.669429,"Lightening"
25.465606,81.672738,"Lightening"
25.465606,81.672738,"Accident"
25.466879,81.655025,"Lightening"
25.465803,81.655365,"Pothole"
25.466879,81.655025,"Lightening"
25.471506,81.651367,"Pothole"
25.465586,81.657449,"Accident"
25.471044,81.659979,"Lightening"
25.467248,81.658527,"Lightening"
25.467559,81.659183,"Accident"
25.471044,81.659979,"Accident"
25.469214,81.658227,"Pothole"
25.471044,81.659979,"Accident"
25.471044,81.659979,"Pothole"
25.469214,81.658227,"Pothole"
25.469214,81.658227,"Accident"
25.469214,81.658227,"Lightening"
25.469214,81.658227,"Accident"
25.469214,81.658227,"Accident"
25.469214,81.658227,"Lightening"
25.469214,81.658227,"Lightening"
25.465952,81.664009,"Pothole"
25.465956,81.66684,"Pothole"
25.466486,81.669058,"Lightening"
25.466486,81.669058,"Accident"
25.466486,81.669058,"Pothole"
25.465761,81.670641,"Accident"
25.466486,81.669058,"Lightening"
25.465956,81.66684,"Accident"
25.491685,81.650133,"Accident"
25.491685,81.650133,"Accident"
25.491685,81.650133,"Lightening"
25.491685,81.650133,"Lightening"
25.483553,81.663063,"Pothole"
25.486081,81.66557,"Lightening"
25.483553,81.663063,"Lightening"
25.483553,81.663063,"Lightening"
25.486122,81.654778,"Accident"
25.483553,81.663063,"Lightening"
25.483553,81.663063,"Lightening"
25.483553,81.663063,"Lightening"
25.485675,81.665428,"Pothole"
25.485417,81.660023,"Pothole"
25.48565,81.662173,"Accident"
25.483553,81.663063,"Pothole"
25.486763,81.655141,"Accident"
25.484289,81.662866,"Pothole"
25.479957,81.667482,"Pothole"
25.482988,81.665457,"Pothole"
25.479957,81.667482,"Accident"
25.479957,81.667482,"Lightening"
25.482988,81.665457,"Accident"
25.479957,81.667482,"Accident"
25.477822,81.670452,"Pothole"
25.477822,81.670452,"Pothole"
25.479957,81.667482,"Lightening"
25.478558,81.674897,"Accident"
25.479216,81.664711,"Accident"
25.480172,81.666287,"Lightening"
25.483753,81.651847,"Pothole"
25.486193,81.649065,"Accident"
25.483753,81.651847,"Pothole"
25.485715,81.65105,"Pothole"
25.483753,81.651847,"Pothole"
25.483753,81.651847,"Lightening"
25.486193,81.649065,"Accident"
25.485715,81.65105,"Lightening"
25.486193,81.649065,"Lightening"
25.483753,81.651847,"Accident"
25.486193,81.649065,"Pothole"
25.476862,81.646682,"Accident"
25.472659,81.652802,"Accident"
25.483753,81.651847,"Accident"
25.472659,81.652802,"Lightening"
25.483753,81.651847,"Accident"
25.476862,81.646682,"Pothole"
25.486193,81.649065,"Pothole"
25.476862,81.646682,"Lightening"
25.476862,81.646682,"Pothole"
25.476862,81.646682,"Pothole"
25.479188,81.649764,"Accident"
25.476862,81.646682,"Pothole"
25.480743,81.650935,"Lightening"
25.480743,81.650935,"Lightening"
25.472659,81.652802,"Lightening"
25.479161,81.645229,"Pothole"
25.483753,81.651847,"Pothole"
25.483753,81.651847,"Lightening"
25.480743,81.650935,"Lightening"
25.483753,81.651847,"Accident"
25.480743,81.650935,"Lightening"
25.480743,81.650935,"Lightening"
25.480743,81.650935,"Pothole"
25.480743,81.650935,"Lightening"
25.483753,81.651847,"Lightening"
25.480743,81.650935,"Pothole"
25.483753,81.651847,"Accident"
25.483753,81.651847,"Pothole"
25.480743,81.650935,"Accident"
25.476862,81.646682,"Lightening"
25.476862,81.646682,"Pothole"
25.476862,81.646682,"Lightening"
25.476862,81.646682,"Pothole"
25.476862,81.646682,"Pothole"
25.476862,81.646682,"Pothole"
25.476737,81.6434,"Pothole"
25.472659,81.652802,"Lightening"
25.483792,81.65801,"Lightening"
25.482316,81.662322,"Lightening"
25.483792,81.65801,"Accident"
25.483792,81.65801,"Lightening"
25.483792,81.65801,"Lightening"
25.483792,81.65801,"Accident"
25.48552,81.658182,"Pothole"
25.482307,81.660002,"Accident"
25.483792,81.65801,"Accident"
25.482307,81.660002,"Pothole"
25.483792,81.65801,"Accident"
25.483537,81.656373,"Pothole"
25.483792,81.65801,"Accident"
25.482316,81.662322,"Lightening"
25.482316,81.662322,"Pothole"
25.483018,81.656761,"Accident"
25.483792,81.65801,"Accident"
25.482307,81.660002,"Pothole"
25.483792,81.65801,"Accident"
25.482307,81.660002,"Lightening"
25.483678,81.659459,"Accident"
25.48552,81.658182,"Lightening"
25.48552,81.658182,"Accident"
25.483018,81.656761,"Accident"
25.489833,81.645517,"Lightening"
25.487724,81.646046,"Accident"
25.487133,81.645186,"Lightening"
25.488866,81.647166,"Lightening"
25.491712,81.64668,"Accident"
25.463233,81.709271,"Pothole"
25.457726,81.706149,"Pothole"
25.457482,81.705958,"Pothole"
25.460716,81.706869,"Lightening"
25.45851,81.705138,"Lightening"
25.460455,81.709239,"Lightening"
25.456783,81.705084,"Lightening"
25.462119,81.703345,"Pothole"
25.462119,81.703345,"Accident"
25.462119,81.703345,"Accident"
25.461523,81.706551,"Pothole"
25.453803,81.70206,"Pothole"
25.457219,81.687861,"Lightening"
25.453803,81.70206,"Accident"
25.452871,81.701146,"Pothole"
25.454359,81.698223,"Pothole"
25.452871,81.701146,"Pothole"
25.453803,81.70206,"Accident"
25.453549,81.693391,"Accident"
25.452871,81.701146,"Accident"
25.453643,81.700994,"Pothole"
25.453767,81.698401,"Accident"
25.452438,81.693866,"Accident"
25.457219,81.687861,"Lightening"
25.457219,81.687861,"Accident"
25.457219,81.687861,"Pothole"
25.451284,81.693454,"Pothole"
25.452298,81.697875,"Lightening"
25.454101,81.697355,"Accident"
25.454359,81.698223,"Accident"
25.453767,81.698401,"Pothole"
25.457219,81.687861,"Pothole"
25.459556,81.693715,"Accident"
25.455927,81.690449,"Accident"
25.455927,81.690449,"Accident"
25.455927,81.690449,"Lightening"
25.455927,81.690449,"Lightening"
25.455927,81.690449,"Pothole"
25.45797,81.690812,"Lightening"
25.455927,81.690449,"Lightening"
25.4609,81.701428,"Lightening"
25.455927,81.690449,"Pothole"
25.455927,81.690449,"Pothole"
25.455927,81.690449,"Accident"
25.449928,81.700696,"Pothole"
25.452527,81.697328,"Accident"
25.449548,81.696774,"Pothole"
25.452527,81.697328,"Lightening"
25.452527,81.697328,"Pothole"
25.452527,81.697328,"Pothole"
25.452527,81.697328,"Lightening"
25.449548,81.696774,"Lightening"
25.449928,81.700696,"Lightening"
25.449928,81.700696,"Pothole"
25.452527,81.697328,"Lightening"
25.450121,81.698825,"Lightening"
25.451333,81.697519,"Lightening"
25.450121,81.698825,"Lightening"
25.448356,81.690144,"Lightening"
25.452527,81.697328,"Lightening"
25.449548,81.696774,"Pothole"
25.450634,81.700094,"Accident"
25.451333,81.697519,"Pothole"
25.450634,81.700094,"Accident"
25.450121,81.698825,"Accident"
25.451333,81.697519,"Accident"
25.44519,81.694593,"Accident"
25.447898,81.700934,"Lightening"
25.447251,81.698509,"Accident"
25.447251,81.698509,"Lightening"
25.444778,81.697266,"Accident"
25.444778,81.697266,"Lightening"
25.449079,81.700096,"Lightening"
25.452727,81.714401,"Lightening"
25.452318,81.717451,"Accident"
25.452141,81.711792,"Lightening"
25.451663,81.707902,"Accident"
25.455659,81.719475,"Accident"
25.450364,81.703713,"Accident"
25.455286,81.703143,"Lightening"
25.451069,81.701876,"Accident"
25.456911,81.704163,"Accident"
25.45172,81.70111,"Accident"
25.456828,81.702598,"Lightening"
25.45172,81.70111,"Pothole"
25.448027,81.724255,"Accident"
25.448447,81.715453,"Accident"
25.449743,81.720576,"Pothole"
25.451061,81.713938,"Lightening"
25.451061,81.713938,"Pothole"
25.445572,81.685822,"Lightening"
25.447571,81.685071,"Pothole"
25.445457,81.684846,"Accident"
25.448528,81.686812,"Accident"
25.445457,81.684846,"Pothole"
25.447571,81.685071,"Pothole"
25.443517,81.688561,"Accident"
25.443692,81.685561,"Lightening"
25.443692,81.685561,"Lightening"
25.443517,81.688561,"Pothole"
25.445623,81.688922,"Lightening"
25.443517,81.688561,"Accident"
25.443517,81.688561,"Lightening"
25.443692,81.685561,"Lightening"
25.444112,81.686501,"Pothole"
25.44913,81.686784,"Pothole"
25.444731,81.692194,"Lightening"
25.444731,81.692194,"Accident"
25.446603,81.686613,"Pothole"
25.442571,81.693053,"Pothole"
25.447316,81.687019,"Accident"
25.443116,81.69134,"Lightening"
25.448289,81.691982,"Pothole"
25.448784,81.697949,"Pothole"
25.447481,81.690915,"Pothole"
25.445636,81.689494,"Lightening"
25.446166,81.688173,"Accident"
25.447481,81.690915,"Pothole"
25.44913,81.686784,"Pothole"
25.447481,81.690915,"Pothole"
25.446765,81.688928,"Pothole"
25.44473,81.690884,"Accident"
25.446765,81.688928,"Accident"
25.447481,81.690915,"Accident"
25.447481,81.690915,"Lightening"
25.437535,81.693958,"Pothole"
25.440662,81.693771,"Lightening"
25.440662,81.693771,"Pothole"
25.440662,81.693771,"Pothole"
25.445169,81.701308,"Pothole"
25.445169,81.701308,"Lightening"
25.437265,81.711817,"Accident"
25.438034,81.711274,"Accident"
25.436707,81.712957,"Accident"
25.436543,81.709062,"Accident"
25.434494,81.707886,"Pothole"
25.435291,81.707417,"Accident"
25.438034,81.711274,"Lightening"
25.438034,81.711274,"Accident"
25.436707,81.712957,"Accident"
25.438034,81.711274,"Lightening"
25.438034,81.711274,"Lightening"
25.437265,81.711817,"Lightening"
25.43954,81.714389,"Lightening"
25.435359,81.710577,"Lightening"
25.435359,81.710577,"Accident"
25.436543,81.709062,"Accident"
25.435861,81.71156,"Pothole"
25.432546,81.703396,"Pothole"
25.435689,81.706626,"Pothole"
25.435016,81.705542,"Lightening"
25.433212,81.70585,"Pothole"
25.435016,81.705542,"Pothole"
25.441184,81.706918,"Pothole"
25.435016,81.705542,"Pothole"
25.441184,81.706918,"Accident"
25.435689,81.706626,"Pothole"
25.441184,81.706918,"Pothole"
25.435016,81.705542,"Pothole"
25.440718,81.702426,"Lightening"
25.441184,81.706918,"Pothole"
25.441184,81.706918,"Accident"
25.432747,81.700276,"Lightening"
25.432747,81.700276,"Accident"
25.432546,81.703396,"Accident"
25.432747,81.700276,"Accident"
25.441184,81.706918,"Accident"
25.441184,81.706918,"Lightening"
25.438129,81.709496,"Accident"
25.438129,81.709496,"Accident"
25.438129,81.709496,"Pothole"
25.441745,81.718393,"Accident"
25.441745,81.718393,"Pothole"
25.438417,81.690492,"Accident"
25.437569,81.688899,"Pothole"
25.43386,81.713318,"Accident"
25.433382,81.711853,"Pothole"
25.432159,81.705677,"Accident"
25.432159,81.705677,"Pothole"
25.432159,81.705677,"Pothole"
25.432159,81.705677,"Pothole"
25.43476,81.709732,"Accident"
25.433122,81.708321,"Lightening"
25.532017,81.64671,"Accident"
25.533187,81.644662,"Accident"
25.533601,81.64239,"Pothole"
25.541315,81.64712,"Accident"
25.5355,81.658582,"Pothole"
25.543516,81.634696,"Pothole"
25.530091,81.646331,"Pothole"
25.530091,81.646331,"Pothole"
25.531074,81.650171,"Accident"
25.527258,81.654119,"Pothole"
25.528043,81.649953,"Lightening"
25.524319,81.652962,"Pothole"
25.525071,81.648134,"Pothole"
25.522958,81.65251,"Accident"
25.521741,81.653261,"Lightening"
25.525445,81.653299,"Pothole"
25.52578,81.655871,"Lightening"
25.524319,81.652962,"Pothole"
25.52574,81.656445,"Lightening"
25.524544,81.648462,"Accident"
25.524111,81.655049,"Pothole"
25.524111,81.655049,"Accident"
25.524111,81.655049,"Lightening"
25.523119,81.654754,"Pothole"
25.517611,81.653791,"Lightening"
25.516365,81.656503,"Lightening"
25.519681,81.659883,"Lightening"
25.516944,81.658119,"Pothole"
25.516944,81.658119,"Accident"
25.516944,81.658119,"Lightening"
25.51575,81.667571,"Accident"
25.517453,81.664623,"Lightening"
25.51575,81.667571,"Lightening"
25.517038,81.660967,"Accident"
25.51575,81.667571,"Pothole"
25.523363,81.662909,"Accident"
25.524268,81.662542,"Pothole"
25.520946,81.668754,"Accident"
25.52226,81.663205,"Accident"
25.518272,81.67744,"Pothole"
25.51882,81.684351,"Lightening"
25.51882,81.684351,"Lightening"
25.51882,81.684351,"Accident"
25.51882,81.684351,"Accident"
25.51882,81.684351,"Accident"
25.51882,81.684351,"Lightening"
25.51882,81.684351,"Lightening"
25.51882,81.684351,"Pothole"
25.51882,81.684351,"Pothole"
25.516323,81.675326,"Pothole"
25.51882,81.684351,"Pothole"
25.51882,81.684351,"Pothole"
25.51882,81.684351,"Pothole"
25.51882,81.684351,"Accident"
25.51882,81.684351,"Pothole"
25.504318,81.664309,"Lightening"
25.505006,81.663736,"Pothole"
25.504318,81.664309,"Lightening"
25.50443,81.660221,"Lightening"
25.50443,81.660221,"Lightening"
25.503032,81.661925,"Lightening"
25.503516,81.662895,"Lightening"
25.514775,81.670443,"Lightening"
25.514518,81.660571,"Accident"
25.514775,81.670443,"Accident"
25.512541,81.665229,"Pothole"
25.514491,81.662863,"Accident"
25.511967,81.664231,"Lightening"
25.516373,81.662128,"Pothole"
25.514501,81.672153,"Pothole"
25.512614,81.671169,"Lightening"
25.512614,81.671169,"Lightening"
25.512614,81.671169,"Accident"
25.505225,81.673366,"Lightening"
25.511462,81.672099,"Lightening"
25.504097,81.66941,"Lightening"
25.506353,81.664687,"Accident"
25.50746,81.656852,"Pothole"
25.50954,81.665325,"Pothole"
25.50746,81.656852,"Accident"
25.50746,81.656852,"Lightening"
25.51016,81.669926,"Pothole"
25.506875,81.666017,"Accident"
25.504097,81.66941,"Lightening"
25.503941,81.672444,"Accident"
25.511464,81.658557,"Accident"
25.507369,81.667092,"Pothole"
25.509558,81.656157,"Lightening"
25.499283,81.656083,"Pothole"
25.498757,81.655462,"Pothole"
25.497652,81.656723,"Lightening"
25.498205,81.654992,"Pothole"
25.498254,81.652202,"Pothole"
25.498757,81.655462,"Accident"
25.497652,81.656723,"Lightening"
25.501866,81.650779,"Pothole"
25.500307,81.660523,"Lightening"
25.500805,81.655356,"Lightening"
25.506047,81.654455,"Lightening"
25.506047,81.654455,"Accident"
25.500805,81.655356,"Pothole"
25.500805,81.655356,"Lightening"
25.499605,81.657041,"Lightening"
25.500266,81.656529,"Accident"
25.500805,81.655356,"Accident"
25.500307,81.660523,"Lightening"
25.500573,81.657894,"Pothole"
25.500266,81.656529,"Lightening"
25.500805,81.655356,"Pothole"
25.500805,81.655356,"Lightening"
25.500085,81.657468,"Accident"
25.500085,81.657468,"Lightening"
25.509666,81.642673,"Pothole"
25.507688,81.643789,"Pothole"
25.509666,81.642673,"Lightening"
25.507688,81.643789,"Accident"
25.508214,81.647697,"Pothole"
25.509666,81.642673,"Lightening"
25.509666,81.642673,"Pothole"
25.509666,81.642673,"Accident"
25.508214,81.647697,"Pothole"
25.508214,81.647697,"Pothole"
25.514449,81.648447,"Lightening"
25.510251,81.651738,"Lightening"
25.513704,81.649716,"Accident"
25.515486,81.652285,"Lightening"
25.515103,81.656079,"Pothole"
25.513099,81.656123,"Pothole"
25.512204,81.652132,"Pothole"
25.510251,81.651738,"Lightening"
25.510251,81.651738,"Lightening"
25.513099,81.656123,"Lightening"
25.510251,81.651738,"Pothole"
